doc_key,mention_ind,mentions_vs_mentionstr,mentions_vs_clusters,mentions_vs_tbound,category,pronoun_class,entity_name,name_fuzzy_scores,neighbour_distance,nominal_neighbour_distance,surface_neighbour_distance,avg_fuzzy_scores,cluster_size,nominal_size,is_plural,num_major_mentions_neigh,num_helpers,num_dists,fin_dists,is_nested,nested_entities,dataset,predicted_answer,answer,phrase_extr,correct,options,pred_in_opts,pred_gender,ans_gender,output,predicted_pronoun,answer_pronoun,num_options,is_dialogue,correct_extr
599_vanity_fair_brat_0,109,Madam,13,"[790, 790]",NOM,-1,Mrs. Sedley,33,1,33,63,63.2,6,5,False,17,-1,-2,-1,0,[],litbank,Mrs. Sedley,Mrs. Sedley,Madam,True,"['Jemima Pinkerton', 'Barbara Pinkerton', 'Mrs. Sedley', 'Mrs. Chapone', 'Sambo', 'Miss Swartz', 'Becky Sharp', 'Chiswick Mall', 'John Sedley', 'Doctor Samuel Johnson', 'Amelia Sedley', 'None of the Above']",True,Female,Female,"- Mention: {{Madam}}
- Explanation: The mention is used as a salutation in a letter written by Barbara Pinkerton.
- The mention refers to: Mrs. Sedley 
",{1: 1},{1: 1},12,False,True
4276_north_and_south_brat_0,177,her mother 's,13,"[1148, 1150]",NOM,-1,Mrs. Shaw,55,4,28,28,57.375,41,16,False,18,-1,-2,-1,1,"['Edith', 'Others']",litbank,Mrs. Shaw,Mrs. Shaw,her mother 's,True,"['Helen', 'Edith', 'Newton', 'Mrs. Gibson', 'The House', 'Margaret', 'Helstone Parsonage', 'Mother', 'General Shaw', 'Mrs. Shaw', 'The Drawing-room', 'Mr. Hale', 'Captain Lennox', 'The Nursery', 'None of the Above']",True,Female,Female,"- Mention: {{her mother 's}}
- Explanation: The mention refers to the mother of the person being discussed, which is Edith.
- The mention refers to: Mrs. Shaw 
","{3: 14, 0: 11}","{3: 14, 0: 11}",15,False,True
11231_bartleby_the_scrivener_a_story_of_wallstreet_brat_0,43,the chief character about to be presented,10,"[281, 287]",NOM,-1,Bartleby,50,11,12,15,57.5,11,8,False,13,-1,-2,-1,0,[],litbank,Bartleby,Bartleby,the chief character about to be presented,True,"['Bartleby', 'Nippers', 'John Jacob Astor', 'Narrator', 'Turkey', ""Nippers's Client"", 'None of the Above']",True,Male,Male,"- Mention: {{the chief character about to be presented}}
- Explanation: The narrator is introducing the main character of the story, Bartleby.
- The mention refers to: Bartleby 
",{2: 3},{2: 3},7,False,True
541_the_age_of_innocence_brat_0,63,the prima donna 's,0,"[574, 577]",NOM,-1,Madame Nilsson,37,4,21,46,55.142857142857146,15,7,False,13,-1,-2,-1,1,['Others'],litbank,Madame Nilsson,Madame Nilsson,the prima donna 's,True,"['M. Capoul', 'Madame Nilsson', ""Newland Archer's Wife"", 'New York', 'Mrs. Manson Mingott', 'Lawrence Lefferts', 'The Brown Coupe', 'May Welland', 'Newland Archer', 'The Young Girl', 'The Academy Of Music In New York', 'None of the Above']",True,Female,Female,"- Mention: {{the prima donna 's}}
- Explanation: The mention refers to the female lead singer in the opera, who is performing the role of Marguerite.
- The mention refers to: Madame Nilsson 
",{3: 8},{3: 8},12,False,True
521_the_life_and_adventures_of_robinson_crusoe_brat_0,81,my native country,3,"[399, 401]",NOM,-1,Robinson Kreutznaer's Native Country,65,61,61,64,72.75,4,4,False,17,-1,-2,-1,1,['Robinson Kreutznaer'],litbank,Robinson Kreutznaer's Native Country,Robinson Kreutznaer's Native Country,my native country,True,"['Robinson Kreutznaer', ""Robinson Kreutznaer's Native Country"", 'The Sea', 'The Wise Man', 'God', ""Robinson Kreutznaer's Brother"", 'The World', ""Robinson Kreutznaer's Father"", ""Robinson Kreutznaer's Mother"", 'Hull', ""My Father's House"", 'None of the Above']",True,Male,Male,"- Mention: {{my native country}}
- Explanation: The mention refers to the country where Robinson Kreutznaer was born.
- The mention refers to: Robinson Kreutznaer's Native Country 
",{},{},12,False,True
1327_elizabeth_and_her_german_garden_brat_0,78,The Lion of the North,26,"[695, 699]",NOM,-1,Gustavus Adolphus,30,3,7,7,65.0,5,2,False,7,-1,-2,-1,1,['Others'],litbank,Gustavus Adolphus,Gustavus Adolphus,The Lion of the North,True,"['Narrator', ""Narrator's Garden"", 'The House', 'Gustavus Adolphus', 'None of the Above']",True,Male,Male,"- Mention: {{The Lion of the North}}
- Explanation: The mention refers to a historical figure, Gustavus Adolphus, who was known as ""The Lion of the North"" due to his military prowess.
- The mention refers to: Gustavus Adolphus 
",{2: 3},{2: 3},5,False,True
974_the_secret_agent_a_simple_tale_brat_0,91,a licensed victualler of the more common sort,32,"[1016, 1023]",NOM,-1,Stevie's Father,53,173,173,173,60.0,4,4,False,14,-1,-2,-1,0,[],litbank,Winnie’s Mother,Stevie's Father,a licensed victualler of the more common sort,False,"['Stevie', 'The Belgravian Square', ""Stevie's Father"", ""Verloc's Shop"", 'The House', 'Winnie Verloc', 'Mr. Verloc', 'The Customer', 'Winnie’s Mother', 'The Breakfast-room', ""Mr. Verloc's Temporary Home"", 'None of the Above']",True,Female,Male,"- Mention: {{a licensed victualler of the more common sort}}
- Explanation: This phrase describes a person who runs a pub or a bar, a common occupation in the past.
- The mention refers to: Winnie’s Mother 
","{3: 26, 1: 1}",{},12,False,True
73_the_red_badge_of_courage_an_episode_of_the_american_civil_war_brat_0,18,a certain tall soldier,11,"[126, 129]",NOM,-1,Jim,33,1,39,64,72.8,25,5,False,9,-1,-2,-1,0,[],litbank,Henry,Jim,a certain tall soldier,False,"['Henry', 'The River', 'The Audience', 'Jim', 'Another Private', 'Narrator', ""Henry's Hut"", 'A Corporal', 'None of the Above']",True,Male,Male,"- Mention: {{a certain tall soldier}}
- Explanation: The mention refers to a soldier who is described as tall and is the one who spreads the rumor about the army moving.
- The mention refers to: Henry 
","{2: 69, 1: 6, 0: 2}","{2: 15, 0: 2}",9,False,True
110_tess_of_the_durbervilles_a_pure_woman_brat_0,207,a youth,72,"[1422, 1423]",NOM,-1,Fred,0,2,4,24,51.72727272727273,29,11,False,20,-1,-2,-1,0,[],litbank,Fred,Fred,a youth,True,"['Parson Tringham', 'Fred', 'Kingsbere', 'South Wessex', 'Home', ""John Durbeyfield's Wife"", 'John Durbeyfield', 'None of the Above']",True,Male,Male,"- Mention: {{a youth}}
- Explanation: The mention refers to a young man who is walking in the same direction as John Durbeyfield.
- The mention refers to: Fred 
","{0: 7, 1: 7, 2: 2}","{0: 7, 1: 7, 2: 2}",8,False,True
174_the_picture_of_dorian_gray_brat_0,108,"Your mysterious young friend , whose name you have never told me , but whose picture really fascinates me",6,"[945, 963]",NOM,-1,Dorian Gray,45,5,20,42,57.0,14,6,False,12,-1,-2,-1,1,"['Basil Hallward', 'Lord Henry Wotton']",litbank,Dorian Gray,None of the Above,"Your mysterious young friend , whose name you have never told me , but whose picture really fascinates me",False,"[""Lord Henry Wotton's Wife"", 'A Bishop', 'The World', 'The Garden', 'Basil Hallward', 'Lord Henry Wotton', 'None of the Above']",False,Male,None,"- Mention: Your mysterious young friend , whose name you have never told me , but whose picture really fascinates me
- Explanation: The mention refers to a young man whose portrait Basil Hallward painted. Lord Henry Wotton is curious about the young man and wants to know his name.
- The mention refers to: Dorian Gray 
",{2: 8},{},7,False,True
3268_the_mysteries_of_udolpho_brat_0,32,his wife,22,"[251, 252]",NOM,-1,Madame St. Aubert,25,24,24,76,54.75,8,8,False,11,-1,-2,-1,1,['St. Aubert'],litbank,Madame St. Aubert,Madame St. Aubert,his wife,True,"['Emily', 'Room', 'Library', 'St. Aubert', 'Gascony', 'Chateau Of St. Aubert', 'Madame St. Aubert', 'Old Building', 'Late Monsieur St. Aubert', 'Plantation Of Trees', 'Garonne River', 'None of the Above']",True,Female,Female,"- Mention: {{his wife}}
- Explanation: The mention refers to the wife of Monsieur St. Aubert.
- The mention refers to: Madame St. Aubert 
",{},{},12,False,True
41286_miss_marjoribanks_brat_0,349,his daughter 's,0,"[2739, 2741]",NOM,-1,Miss Marjoribanks,43,18,21,28,45.38709677419355,122,31,False,9,-1,-2,-1,1,['Dr. Marjoribanks'],litbank,Miss Marjoribanks,Miss Marjoribanks,his daughter's,True,"['Ellis', 'Dr. Marjoribanks', 'Mrs. Marjoribanks', 'Miss Marjoribanks', 'The Drawing-room', 'The World', ""Dr. Marjoribanks' Library"", 'None of the Above']",True,Female,Female,"- Mention: his daughter's
- Explanation: The mention refers to the daughter of Dr. Marjoribanks, who is named Lucilla Marjoribanks.
- The mention refers to: Miss Marjoribanks 
","{3: 90, 0: 1}","{3: 90, 0: 1}",8,False,False
521_the_life_and_adventures_of_robinson_crusoe_brat_0,192,home,39,"[1418, 1418]",NOM,-1,My Father's House,50,39,39,145,90.0,5,5,False,21,-1,-2,-1,0,[],litbank,Robinson Kreutznaer's Native Country,My Father's House,home,False,"['The Sea', ""Robinson Kreutznaer's Mother"", 'Robinson Kreutznaer', ""Robinson Kreutznaer's Father"", ""My Father's House"", 'The Wise Man', 'God', ""Robinson Kreutznaer's Native Country"", 'Hull', 'The World', ""Robinson Kreutznaer's Brother"", 'None of the Above']",True,Male,Neutral,"- Mention: {{home}}
- Explanation: The mention refers to the place where Robinson Kreutznaer's father wanted him to stay and settle.
- The mention refers to: Robinson Kreutznaer's Native Country 
",{},{},12,False,True
95_the_prisoner_of_zenda_brat_0,107,my strict little sister-in-law,2,"[580, 583]",NOM,-1,Rose,50,7,7,32,58.96153846153846,59,26,False,20,-1,-2,-1,1,['Rudolf'],litbank,Rose,Rose,my strict little sister-in-law,True,"['Sir Jacob', 'The Elphbergs', 'Rose', 'Burlesdon', 'Rudolf The Fifth', 'Rudolf The Third', 'Rudolf', 'Ruritania', ""Rudolf's Father"", 'Countess Amelia', 'James', 'Robert', 'The World', 'None of the Above']",True,Female,Female,"- Mention: {{my strict little sister-in-law}}
- Explanation: The mention refers to the narrator's sister-in-law, Rose, who is described as ""strict"" and ""little"".
- The mention refers to: Rose 
","{3: 25, 0: 6, 1: 2}","{3: 25, 0: 6, 1: 2}",14,False,True
345_dracula_brat_0,188,the country,22,"[1308, 1309]",NOM,-1,Transylvania,35,33,33,110,69.72727272727273,12,11,False,19,-1,-2,-1,0,[],litbank,Transylvania,Transylvania,the country,True,"[""Count Dracula's Carriage"", ""Jonathan Harker's Landlord"", 'Count Dracula', 'Transylvania', 'Mina', 'Bistritz', 'The Old Lady', 'Jonathan Harker', 'The Carpathians', 'None of the Above']",True,Neutral,Neutral,"- Mention: {{the country}}
- Explanation: The mention refers to the country where Jonathan Harker is traveling, which is Transylvania.
- The mention refers to: Transylvania 
",{4: 1},{4: 1},10,False,True
113_the_secret_garden_brat_0,261,the room,41,"[1671, 1672]",NOM,-1,Mary Lennox's Nursery,38,25,25,25,69.8,5,5,False,16,-1,-2,-1,0,[],litbank,Mary Lennox's Nursery,Mary Lennox's Nursery,the room,True,"['The First Man', 'The Young English Governess', ""Mary Lennox's Father"", 'Mrs. Lennox', 'The Veranda', 'The Bungalow', 'The Fair Young Man', ""Mary Lennox's Ayah"", 'The Woman', ""Mary Lennox's Nursery"", 'The Huts', 'Mary Lennox', 'None of the Above']",True,Female,Female,"- Mention: {{the room}}
- Explanation: The mention refers to the room where Mary Lennox is currently located.
- The mention refers to: Mary Lennox's Nursery 
",{},{},13,False,True
4276_north_and_south_brat_0,164,her fond lover,7,"[1056, 1058]",NOM,-1,Captain Lennox,36,6,6,6,44.75,11,8,False,15,-1,-2,-1,1,['Edith'],litbank,Captain Lennox,Captain Lennox,her fond lover,True,"['The Nursery', 'Helstone Parsonage', 'Mrs. Shaw', 'Mr. Hale', 'Newton', 'Mother', 'Captain Lennox', 'Edith', 'The House', 'Mrs. Gibson', 'General Shaw', 'Helen', 'The Drawing-room', 'Margaret', 'None of the Above']",True,Male,Male,"- Mention: {{her fond lover}}
- Explanation: The mention refers to the person who is coaxing Edith out of her dislike for the life described by Captain Lennox.
- The mention refers to: Captain Lennox 
",{2: 3},{2: 3},15,False,True
2166_king_solomons_mines_brat_0,260,the dark man,7,"[1783, 1785]",NOM,-1,Captain John Good,40,6,19,22,58.5,21,8,False,9,-1,-2,-1,0,[],litbank,Captain John Good,Captain John Good,the dark man,True,"['Harry', 'Captain John Good', 'God', 'Sir Henry Curtis', 'Gagaoola', 'The Queen', 'Allan Quatermain', 'Durban', 'None of the Above']",True,Male,Male,"- Mention: {{the dark man}}
- Explanation: The text describes the dark man as a naval officer, a lieutenant of thirty-one, who was turned out of her Majesty's employ.
- The mention refers to: Captain John Good 
",{2: 13},{2: 13},9,False,True
41286_miss_marjoribanks_brat_0,2,her mother,1,"[7, 8]",NOM,-1,Mrs. Marjoribanks,43,6,6,9,58.95,35,20,False,11,-1,-2,-1,1,['Miss Marjoribanks'],litbank,Mrs. Marjoribanks,Mrs. Marjoribanks,her mother,True,"[""Dr. Marjoribanks' Library"", 'Dr. Marjoribanks', 'Mrs. Marjoribanks', 'The World', 'Miss Marjoribanks', 'Ellis', 'The Drawing-room', 'None of the Above']",True,Female,Female,"- Mention: {{her mother}}
- Explanation: The mention refers to the mother of Miss Marjoribanks, who is mentioned earlier in the text.
- The mention refers to: Mrs. Marjoribanks 
",{3: 15},{3: 15},8,False,True
2641_a_room_with_a_view_brat_0,203,"The clergyman , who had the air of one on a holiday",37,"[1336, 1347]",NOM,-1,Mr. Beebe,38,3,10,10,51.333333333333336,32,9,False,14,-1,-2,-1,0,[],litbank,Mr. Beebe,Mr. Beebe,"The clergyman , who had the air of one on a holiday",True,"['The English People', ""Lucy's Mother"", 'The Clever Lady', 'The First Vacant Room', 'Lucy Honeychurch', 'Prato', 'Narrator', 'Mr. Beebe', 'George', 'Miss Bartlett', 'The Arno', 'The Signora', 'The North Rooms', 'Summer Street', 'None of the Above']",True,Male,Male,"- Mention: {{The clergyman , who had the air of one on a holiday}}
- Explanation: The mention describes the clergyman, Mr. Beebe, who is on a holiday.
- The mention refers to: Mr. Beebe 
","{2: 12, 1: 8, 0: 3}","{2: 12, 1: 8, 0: 3}",15,False,True
41286_miss_marjoribanks_brat_0,345,his wife 's,1,"[2706, 2708]",NOM,-1,Mrs. Marjoribanks,40,15,15,107,54.0,35,20,False,13,-1,-2,-1,1,['Dr. Marjoribanks'],litbank,Mrs. Marjoribanks,Mrs. Marjoribanks,his wife's,True,"[""Dr. Marjoribanks' Library"", 'Miss Marjoribanks', 'The World', 'The Drawing-room', 'Dr. Marjoribanks', 'Mrs. Marjoribanks', 'Ellis', 'None of the Above']",True,Female,Female,"- Mention: his wife's
- Explanation: The mention refers to the sofa that belonged to Dr. Marjoribanks' wife, Mrs. Marjoribanks.
- The mention refers to: Mrs. Marjoribanks 
",{3: 15},{3: 15},8,False,False
5230_the_invisible_man_a_grotesque_romance_brat_0,25,his quarters,8,"[198, 199]",NOM,-1,The Room,46,18,18,18,52.875,8,8,False,13,-1,-2,-1,1,['The Stranger'],litbank,The Room,The Room,his quarters,True,"['The Room', 'Millie', 'Mrs. Hall', 'The Kitchen', 'The Stranger', 'None of the Above']",True,Neutral,Neutral,"- Mention: {{his quarters}}
- Explanation: The mention refers to the place where the stranger is staying.
- The mention refers to: The Room 
",{},{},6,False,True
829_gullivers_travels_into_several_remote_nations_of_the_world_brat_0,316,one of them,82,"[2002, 2004]",NOM,-1,His Excellency,33,6,6,117,53.0,30,7,False,15,-1,-2,-1,1,['Others'],litbank,A Human Creature,His Excellency,one of them,False,"['Lilliput', 'His Excellency', 'The Ship', 'Leyden', ""The Author's Father"", 'A Human Creature', 'The King', 'The Boat', 'Mr. Bates', 'The Sea', 'The Reader', ""The Author's Wife"", 'The Author', 'None of the Above']",True,Male,Male,"- Mention: {{one of them}}
- Explanation: The mention refers to one of the Lilliputians who is speaking to the author.
- The mention refers to: A Human Creature 
",{2: 3},{2: 23},14,False,True
1260_jane_eyre_an_autobiography_brat_0,250,mama,1,"[1726, 1726]",NOM,-1,Mrs. Reed,40,18,18,27,71.36363636363636,24,11,False,21,-1,-2,-1,0,[],litbank,Mrs. Reed,Mrs. Reed,mama,True,"['Eliza', 'Georgiana Reed', 'Breakfast-room', 'Jane Eyre', 'Solitary Churchyard', 'Home', 'Bessie', 'Mrs. Reed', 'John Reed', 'None of the Above']",True,Female,Female,"- Mention: {{mama}}
- Explanation: The mention refers to the speaker's mother, who is being addressed by John Reed.
- The mention refers to: Mrs. Reed 
","{3: 12, 0: 1}","{3: 12, 0: 1}",10,False,True
2891_howards_end_brat_0,217,here,2,"[1383, 1383]",NOM,-1,Howards End,40,7,7,7,70.0,8,6,False,21,-1,-2,-1,1,['Paul'],litbank,Howards End,Howards End,here,True,"['The House', 'The Promontory', 'The Garden', 'Mr. Wilcox', 'Evie', 'Aunt Juley', 'Charles Wilcox', 'Paul', 'The Cathedral', 'Howards End', 'Helen', 'London', 'Speyer', 'Tibby', 'Margaret', 'Mrs. Wilcox', 'None of the Above']",True,Neutral,Neutral,"- Mention: {{here}}
- Explanation: The mention refers to the place where Paul arrived.
- The mention refers to: Howards End 
",{4: 2},{4: 2},17,False,True
113_the_secret_garden_brat_0,126,The child,1,"[720, 721]",NOM,-1,Mary Lennox,36,2,9,9,36.333333333333336,145,24,False,17,-1,-2,-1,0,[],litbank,Mary Lennox,Mary Lennox,The child,True,"['The Woman', 'The Bungalow', 'The Fair Young Man', ""Mary Lennox's Nursery"", ""Mary Lennox's Father"", 'The Veranda', ""Mary Lennox's Ayah"", 'The Young English Governess', 'Mary Lennox', 'The First Man', 'The Huts', 'Mrs. Lennox', 'None of the Above']",True,Female,Female,"- Mention: {{The child}}
- Explanation: The mention refers to Mary Lennox, who is the main character of the story.
- The mention refers to: Mary Lennox 
","{3: 113, 0: 7, 2: 1}","{3: 113, 0: 7, 2: 1}",13,False,True
829_gullivers_travels_into_several_remote_nations_of_the_world_brat_0,322,the principal person,82,"[2036, 2038]",NOM,-1,His Excellency,35,1,6,111,57.142857142857146,30,7,False,16,-1,-2,-1,0,[],litbank,His Excellency,His Excellency,the principal person,True,"['Leyden', 'Lilliput', ""The Author's Wife"", ""The Author's Father"", 'The Boat', 'The King', 'A Human Creature', 'His Excellency', 'The Reader', 'The Author', 'Mr. Bates', 'The Ship', 'The Sea', 'None of the Above']",True,Male,Male,"- Mention: {{the principal person}}
- Explanation: The mention refers to the person who made a long speech to the author.
- The mention refers to: His Excellency 
",{2: 23},{2: 23},14,False,True
345_dracula_brat_0,329,the coach,89,"[2167, 2168]",NOM,-1,Count Dracula's Carriage,40,10,10,118,84.0,4,4,False,19,-1,-2,-1,0,[],litbank,None of the Above,Count Dracula's Carriage,the coach,False,"['Transylvania', ""Count Dracula's Carriage"", 'The Carpathians', 'Bistritz', 'Jonathan Harker', 'Mina', 'The Old Lady', ""Jonathan Harker's Landlord"", 'Count Dracula', 'None of the Above']",True,None,Male,"- Mention: {{the coach}}
- Explanation: The coach is the mode of transportation that Jonathan Harker is waiting for to take him to Count Dracula's castle.
- The mention refers to: None of the Above 
",{},{},10,False,True
95_the_prisoner_of_zenda_brat_0,279,My dear sister,2,"[1795, 1797]",NOM,-1,Rose,50,6,11,30,68.42307692307692,59,26,False,21,-1,-2,-1,1,['Rudolf'],litbank,Rose,Rose,My dear sister,True,"['Rose', ""Rudolf's Father"", 'The World', 'Countess Amelia', 'James', 'Sir Jacob', 'Rudolf The Fifth', 'The Elphbergs', 'Burlesdon', 'Ruritania', 'Rudolf The Third', 'Rudolf', 'Robert', 'None of the Above']",True,Female,Female,"- Mention: {{My dear sister}}
- Explanation: The mention is used as a term of endearment by Rudolf towards his sister-in-law, Rose.
- The mention refers to: Rose 
","{3: 25, 0: 6, 1: 2}","{3: 25, 0: 6, 1: 2}",14,False,True
